BIPA	GRAPHEME	FEATURES	LATEX
	a	empty:vowel:−high +low +back −round +voice −nasal −spread glottis −constricted glottis	a
	ɐ	empty:vowel:−high +low +back −round +voice −nasal −spread glottis −constricted glottis	\textturna
	ɑ	empty:vowel:−high +low +back −round +voice −nasal −spread glottis −constricted glottis	\textscripta
	ɒ	empty:vowel:−high +low +back +round +voice −nasal −spread glottis −constricted glottis	\textturnscripta
	ɔ	empty:vowel:−high −low +back +round +voice −nasal −spread glottis −constricted glottis	\textopeno
	e	empty:vowel:−high −low −back −round +voice −nasal −spread glottis −constricted glottis	e
	ɛ	empty:vowel:−high −low −back −round +voice −nasal −spread glottis −constricted glottis	\textipa{E}
	ə	empty:vowel:−high −low +back −round +voice −nasal −spread glottis −constricted glottis	\textschwa
	ɚ	empty:vowel:−high −low +back −round +voice −nasal −spread glottis −constricted glottis	\textrhookschwa
	ɘ	empty:vowel:−high −low +back −round +voice −nasal −spread glottis −constricted glottis	\textreve
	ɜ	empty:vowel:−high −low +back −round +voice −nasal −spread glottis −constricted glottis	\textipa{3}
	ɝ	empty:vowel:−high −low +back −round +voice −nasal −spread glottis −constricted glottis	\textrhookrevepsilon
	ɞ	empty:vowel:−high −low +back +round +voice −nasal −spread glottis −constricted glottis	\textcloseepsilon
	ɤ	empty:vowel:−high −low +back −round +voice −nasal −spread glottis −constricted glottis	\textipa{7}
	i	empty:vowel:+high −low −back −round +voice −nasal −spread glottis −constricted glottis	i
	ɪ	empty:vowel:+high −low −back −round +voice −nasal −spread glottis −constricted glottis	\textipa{I}
	ɨ	empty:vowel:+high −low +back −round +voice −nasal −spread glottis −constricted glottis	\textbari
	ɯ	empty:vowel:+high −low +back +round +voice −nasal −spread glottis −constricted glottis	\textturnm
	o	empty:vowel:−high −low +back +round +voice −nasal −spread glottis −constricted glottis	o
	ɵ	empty:vowel:−high −low +back +round +voice −nasal −spread glottis −constricted glottis	\textbaro
	ø	empty:vowel:−high −low −back +round +voice −nasal −spread glottis −constricted glottis	\o
	ɶ	empty:vowel:−high +low −back +round +voice −nasal −spread glottis −constricted glottis	\textscoelig
	œ	empty:vowel:−high −low −back +round +voice −nasal −spread glottis −constricted glottis	\oe
	u	empty:vowel:+high −low +back +round +voice −nasal −spread glottis −constricted glottis	u
	ʉ	empty:vowel:+high −low +back +round +voice −nasal −spread glottis −constricted glottis	\textbaru
	ʊ	empty:vowel:+high −low +back +round +voice −nasal −spread glottis −constricted glottis	\textupsilon
	ʌ	empty:vowel:−high −low +back −round +voice −nasal −spread glottis −constricted glottis	\textturnv
	y	empty:vowel:+high −low −back +round +voice −nasal −spread glottis −constricted glottis	y
	ʏ	empty:vowel:+high −low −back +round +voice −nasal −spread glottis −constricted glottis	\textipa{Y}
	æ	empty:vowel:−high +low −back −round +voice −nasal −spread glottis −constricted glottis	\ae
	p	labial:plosive:−voice	p
	b	labial:plosive:+voice	b
	ɓ	labial:plosive:+voice	\texthtb
	ɸ	labial:fricative:−voice	\textipa{F}
	β	labial:fricative:+voice	\textipa{B}
	p͡ɸ	labial:affricate:−voice	\t{p͡\textipa{F}}
	b͡β	labial:affricate:+voice	\t{b͡\textipa{B}}
	ʙ	labial:liquid:+voice −lateral	\textscb
	m	labial:nasal:+voice +nasal	m
	f	labiodental:fricative:−voice	f
	v	labiodental:fricative:+voice	v
	p͡f	labiodental:affricate:−voice	\t{pf}
	b͡v	labiodental:affricate:+voice	\t{b͡v}
	ʋ	labiodental:liquid:+voice −lateral	\textscriptv
	ɱ	labiodental:nasal:+voice +nasal	\textltailm
	t̪	dental:plosive:−voice	\textsubbridge{t}
	d̪	dental:plosive:+voice	\textsubbridge{d}
	ɗ	dental:plosive:+voice	\texthtd
	d̠	dental:plosive:+voice	\textsubbar{d}
	θ	dental:fricative:−voice	\textipa{T}
	ð	dental:fricative:+voice	\textipa{D}
	t̪͡θ	dental:affricate:−voice	\t{\textsubbridge{t}͡ \textipa{T}}
	t̪͡s̪	dental:affricate:−voice	\t{\textsubbridge{t}\textsubbridge{s}}
	d̪͡z̪	dental:affricate:+voice	\t{\textsubbridge{d}\textsubbridge{z}}
	d̪͡ɮ̪	dental:affricate:+voice +lateral	\t{\textsubbridge{d}͡\textsubbridge{\textlyoghlig}}
	d̠͡ɮ̠	dental:affricate:+voice +lateral	\t{\textsubbar{d}͡\textsubbar{\textlyoghlig}}
	t̪͡ɬ̪	dental:affricate:+voice +lateral	\t{\textsubbridge{t}͡\textsubbridge{\textbeltl}}
	d͡z	dental:affricate:+voice	\t{dz}
	d͡z͎	dental:affricate:+voice	\t{d͡\begin{IPA}\whistle{z}\end{IPA}}
	ɬ̪	dental:fricative:+voice +lateral	\textsubbridge{\textbeltl}
	ɮ̪	dental:fricative:+voice +lateral	\textsubbridge{\textlyoghlig}
	d̪͡ð	dental:affricate:+voice	\t{\textsubbridge{d}͡ð}
	l̪	dental:liquid:+voice +lateral	\textsubbridge{l}
	r̪	dental:liquid:+voice −lateral	\textsubbridge{r}
	ɺ̪	dental:liquid:+voice +lateral	\textsubbridge{\textturnlonglegr}
	ɹ̪	dental:liquid:+voice −lateral	\textsubbridge{\textturnr}
	n̪	dental:nasal:+voice +nasal	\textsubbridge{n}
	t	alveolar:plosive:−voice	t
	t̠	alveolar:plosive:−voice	\textsubbar{t}
	d	alveolar:plosive:+voice	d
	s	alveolar:fricative:−voice	s
	s͎	alveolar:fricative:−voice	\begin{IPA}\whistle{s}\end{IPA}
	z	alveolar:fricative:+voice	z
	z͎	alveolar:fricative:+voice	\begin{IPA}\whistle{z}\end{IPA}
	t͡s	alveolar:affricate:−voice	\t{ts}
	t͡s͎	alveolar:affricate:−voice	\t{t͡\begin{IPA}\whistle{s}\end{IPA}}
	d͡ɮ	alveolar:affricate:+voice +lateral	\t{d͡\textlyoghlig}
	t͡ɬ	alveolar:affricate:+voice +lateral	\t{t͡\textbeltl}
	t͡ɬ̲	alveolar:affricate:+voice +lateral	\t{t͡\textsubbar{\textbeltl}}
	ɬ	alveolar:fricative:+voice +lateral	\textbeltl
	ɬ̠	alveolar:fricative:+voice +lateral	\textsubbar{\textbeltl}
	ɮ	alveolar:fricative:+voice +lateral	\textlyoghlig
	ɮ̠	alveolar:fricative:+voice +lateral	\textsubbar{\textlyoghlig}
	r	alveolar:liquid:+voice −lateral	r
	r̠	alveolar:liquid:+voice −lateral	\textsubbar{r}
	ɺ	alveolar:liquid:+voice +lateral	\textturnlonglegr
	ɺ̠	alveolar:liquid:+voice +lateral	\textsubbar{\textturnlonglegr}
	ɾ̪	alveolar:liquid:+voice −lateral	\textsubbridge{\textfishhookr}
	ɾ	alveolar:liquid:+voice −lateral	\textfishhookr
	ɾ̠	alveolar:liquid:+voice −lateral	\textsubbar{\textfishhookr}
	ɹ	alveolar:liquid:+voice −lateral	\textturnr
	ɹ̠	alveolar:liquid:+voice −lateral	\textsubbar{\textturnr}
	l	alveolar:liquid:+voice +lateral	l
	l̠	alveolar:liquid:+voice +lateral	\textsubbar{l}
	ɫ	alveolar:liquid:+voice +lateral	\textltilde
	n	alveolar:nasal:+voice +nasal	n
	n̠	alveolar:nasal:+voice +nasal	\textipa{\=*n}
	ʃ	palatoalveolar:fricative:−voice	\textipa{S}
	ʒ	palatoalveolar:fricative:+voice	\textyogh
	t͡ʃ	palatoalveolar:affricate:−voice	\t{t͡\textipa{S}}
	d͡ʒ	palatoalveolar:affricate:+voice	\t{d͡\textyogh}
	ʈ	retroflex:plosive:−voice	\textrtailt
	ɖ	retroflex:plosive:+voice	\textrtaild
	ʂ	retroflex:fricative:−voice	\textrtails
	ʐ	retroflex:fricative:+voice	\textrtailz
	ʈ͡ʂ	retroflex:affricate:−voice	\t{\textrtailt \textrtails}
	ɖ͡ʐ	retroflex:affricate:+voice	\t{ɖ͡\textrtailz}
	ɽ	retroflex:liquid:+voice −lateral	\textrtailr
	ɻ	retroflex:liquid:+voice −lateral	\textturnrrtail
	ɭ	retroflex:liquid:+voice +lateral	\textturny
	ɳ	retroflex:nasal:+voice +nasal	\:n
	j	palatal:glide:+voice	j
	c	palatal:plosive:−voice	c
	ɟ	palatal:plosive:+voice	\textbardotlessj
	c͡ç	palatal:affricate:−voice	\t{c\c{c}}
	ɟ͡ʝ	palatal:affricate:+voice	\t{ɟ͡\textctj}
	ç	palatal:fricative:−voice	\c{c}
	ʝ	palatal:fricative:+voice	\textctj
	ʎ	palatal:liquid:+voice +lateral	\begin{IPA} +\;G \end{IPA}
	ɲ	palatal:nasal:+voice +nasal	\textltailn
	ɰ	velar:glide:+voice	\textturnmrleg
	ɰ̠	velar:glide:+voice	\textsubbar{\textturnmrleg}
	k̟	velar:plosive:−voice	\begin{IPA}\|+k̟\end{IPA}
	k	velar:plosive:−voice	k
	k̠	velar:plosive:−voice	\textsubbar{k}
	ɡ	velar:plosive:+voice	ɡ
	ɠ	velar:plosive:+voice	\texthtg
	x̟	velar:fricative:−voice	\begin{IPA}\|+x̟\end{IPA}
	x	velar:fricative:−voice	x
	x̠	velar:fricative:−voice	\textsubbar{x}
	ɣ̟	velar:fricative:+voice	\begin{IPA}\|+G̟\end{IPA}
	ɣ	velar:fricative:+voice	\textipa{G}
	ɣ̠	velar:fricative:+voice	\textsubbar{\textipa{G}}
	ɡ̟͡ɣ̟	velar:affricate:+voice	\begin{IPA} \t{\|+g \|+G} \end{IPA}
	ɡ͡ɣ	velar:affricate:+voice	\t{ɡ͡\textipa{G}}
	ɡ̠͡ɣ̠	velar:affricate:+voice	\t{\textsubbar{ɡ} \textsubbar{\textipa{G}}}
	k̟͡x̟	velar:affricate:−voice	\t{\begin{IPA}\|+k̟\|+x̟\end{IPA}}
	k͡x	velar:affricate:−voice	\t{kx}
	k̠͡x̠	velar:affricate:−voice	\t{\textsubbar{k}\textsubbar{x}}
	ʟ	velar:liquid:+voice +lateral	\textscl
	ʟ̠	velar:liquid:+voice +lateral	\textsubbar{\textscl}
	ʟ̟	velar:liquid:+voice +lateral	\begin{IPA}\|+\;L\end{ipa}
	ŋ	velar:nasal:+voice +nasal	\textipa{N}
	ŋ̟	velar:nasal:+voice +nasal	\begin{IPA}\|+N̟\end{IPA}
	ŋ̠	velar:nasal:+voice +nasal	\textipa{\=*N}
	q	uvular:plosive:−voice	q
	ɢ	uvular:plosive:+voice	\textscg
	ʛ	uvular:plosive:+voice	\texthtscg
	ɢ͡ʁ	uvular:affricate:+voice	\t{\textscg \textipa{K}}
	χ	uvular:fricative:−voice	\textchi
	ʁ	uvular:fricative:+voice	\textipa{K}
	q͡χ	uvular:affricate:−voice	\t{q͡\textchi}
	ʀ	uvular:liquid:+voice −lateral	\textscr
	ɴ	uvular:nasal:+voice +nasal	\textscn
	ʕ	pharyngeal:fricative:+voice	\textrevglotstop
	ħ	pharyngeal:fricative:−voice	\textcrh
	ʔ	glottal:plosive:−voice	\textglotstop
	h	glottal:fricative:−voice	h
	ɦ	glottal:fricative:+voice	\texthth
		empty:empty:	
	a̯	empty:vowel:−high +low +back −round +voice −nasal −spread glottis −constricted glottis	\textroundcap{a}
	ɐ̯	empty:vowel:−high +low +back −round +voice −nasal −spread glottis −constricted glottis	\textroundcap{\textturna}
	ɑ̯	empty:vowel:−high +low +back −round +voice −nasal −spread glottis −constricted glottis	\textroundcap{\textscripta}
	ɒ̯	empty:vowel:−high +low +back +round +voice −nasal −spread glottis −constricted glottis	\textroundcap{\textturnscripta}
	ɔ̯	empty:vowel:−high −low +back +round +voice −nasal −spread glottis −constricted glottis	\textroundcap{\textopeno}
	e̯	empty:vowel:−high −low −back −round +voice −nasal −spread glottis −constricted glottis	\textroundcap{e}
	ɛ̯	empty:vowel:−high −low −back −round +voice −nasal −spread glottis −constricted glottis	\textroundcap{\textipa{E}}
	ə̯	empty:vowel:−high −low +back −round +voice −nasal −spread glottis −constricted glottis	\textroundcap{\textschwa}
	ɚ̯	empty:vowel:−high −low +back −round +voice −nasal −spread glottis −constricted glottis	\textroundcap{\textrhookschwa}
	ɘ̯	empty:vowel:−high −low +back −round +voice −nasal −spread glottis −constricted glottis	\textroundcap{\textreve}
	ɜ̯	empty:vowel:−high −low +back −round +voice −nasal −spread glottis −constricted glottis	\textroundcap{\textipa{3}}
	ɝ̯	empty:vowel:−high −low +back −round +voice −nasal −spread glottis −constricted glottis	\textroundcap{\textrhookrevepsilon}
	ɞ̯	empty:vowel:−high −low +back +round +voice −nasal −spread glottis −constricted glottis	\textroundcap{\textcloseepsilon}
	ɤ̯	empty:vowel:−high −low +back −round +voice −nasal −spread glottis −constricted glottis	\textroundcap{\textipa{7}}
	i̯	empty:vowel:+high −low −back −round +voice −nasal −spread glottis −constricted glottis	\textroundcap{i}
	ɪ̯	empty:vowel:+high −low −back −round +voice −nasal −spread glottis −constricted glottis	\textroundcap{\textipa{I}}
	ɨ̯	empty:vowel:+high −low +back −round +voice −nasal −spread glottis −constricted glottis	\textroundcap{\textbari}
	ɯ̯	empty:vowel:+high −low +back +round +voice −nasal −spread glottis −constricted glottis	\textroundcap{\textturnm}
	o̯	empty:vowel:−high −low +back +round +voice −nasal −spread glottis −constricted glottis	\textroundcap{o}
	ɵ̯	empty:vowel:−high −low +back +round +voice −nasal −spread glottis −constricted glottis	\textroundcap{\textbaro}
	ø̯	empty:vowel:−high −low −back +round +voice −nasal −spread glottis −constricted glottis	\textroundcap{\o}
	ɶ̯	empty:vowel:−high +low −back +round +voice −nasal −spread glottis −constricted glottis	\textroundcap{\textscoelig}
	œ̯	empty:vowel:−high −low −back +round +voice −nasal −spread glottis −constricted glottis	\textroundcap{\oe}
	u̯	empty:vowel:+high −low +back +round +voice −nasal −spread glottis −constricted glottis	\textroundcap{u}
	ʉ̯	empty:vowel:+high −low +back +round +voice −nasal −spread glottis −constricted glottis	\textroundcap{\textbaru}
	ʊ̯	empty:vowel:+high −low +back +round +voice −nasal −spread glottis −constricted glottis	\textroundcap{\textupsilon}
	ʌ̯	empty:vowel:−high −low +back −round +voice −nasal −spread glottis −constricted glottis	\textroundcap{\textturnv}
	y̯	empty:vowel:+high −low −back +round +voice −nasal −spread glottis −constricted glottis	\textroundcap{y}
	ʏ̯	empty:vowel:+high −low −back +round +voice −nasal −spread glottis −constricted glottis	\textroundcap{\textipa{Y}}
	æ̯	empty:vowel:−high +low −back −round +voice −nasal −spread glottis −constricted glottis	\textroundcap{\ae}
	ã	empty:vowel:−high +low +back −round +voice +nasal −spread glottis −constricted glottis	\textipa{\~a}
	ɐ̃	empty:vowel:−high +low +back −round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textturna}
	ɑ̃	empty:vowel:−high +low +back −round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textscripta}
	ɒ̃	empty:vowel:−high +low +back +round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textturnscripta}
	ɔ̃	empty:vowel:−high −low +back +round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textopeno}
	ẽ	empty:vowel:−high −low −back −round +voice +nasal −spread glottis −constricted glottis	\textipa{\~e}
	ɛ̃	empty:vowel:−high −low −back −round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textipa{E}}
	ə̃	empty:vowel:−high −low +back −round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textschwa}
	ɚ̃	empty:vowel:−high −low +back −round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textrhookschwa}
	ɘ̃	empty:vowel:−high −low +back −round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textreve}
	ɜ̃	empty:vowel:−high −low +back −round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textipa{3}}
	ɝ̃	empty:vowel:−high −low +back −round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textrhookrevepsilon}
	ɞ̃	empty:vowel:−high −low +back +round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textcloseepsilon}
	ɤ̃	empty:vowel:−high −low +back −round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textipa{7}}
	ĩ	empty:vowel:+high −low −back −round +voice +nasal −spread glottis −constricted glottis	\textipa{\~i}
	ɪ̃	empty:vowel:+high −low −back −round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textipa{I}}
	ɨ̃	empty:vowel:+high −low +back −round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textbari}
	ɯ̃	empty:vowel:+high −low +back +round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textturnm}
	õ	empty:vowel:−high −low +back +round +voice +nasal −spread glottis −constricted glottis	\textipa{\~o}
	ɵ̃	empty:vowel:−high −low +back +round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textbaro}
	ø̃	empty:vowel:−high −low −back +round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\o}
	ɶ̃	empty:vowel:−high +low −back +round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textscoelig}
	œ̃	empty:vowel:−high −low −back +round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\oe}
	ũ	empty:vowel:+high −low +back +round +voice +nasal −spread glottis −constricted glottis	\textipa{\~u}
	ʉ̃	empty:vowel:+high −low +back +round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textbaru}
	ʊ̃	empty:vowel:+high −low +back +round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textupsilon}
	ʌ̃	empty:vowel:−high −low +back −round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textturnv}
	ỹ	empty:vowel:+high −low −back +round +voice +nasal −spread glottis −constricted glottis	\textipa{\~y}
	ʏ̃	empty:vowel:+high −low −back +round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textipa{Y}}
	æ̃	empty:vowel:−high +low −back −round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\ae}
	j̃	palatal:glide:+voice +nasal	\textipa{\~j}
	ɰ̃	velar:glide:+voice +nasal	\textipa{\~\textturnmrleg}
	ã̯	empty:vowel:−high +low +back −round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textroundcap{a}}
	ɐ̯̃	empty:vowel:−high +low +back −round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textroundcap{\textturna}}
	ɑ̯̃	empty:vowel:−high +low +back −round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textroundcap{\textscripta}}
	ɒ̯̃	empty:vowel:−high +low +back +round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textroundcap{\textturnscripta}}
	ɔ̯̃	empty:vowel:−high −low +back +round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textroundcap{\textopeno}}
	ẽ̯	empty:vowel:−high −low −back −round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textroundcap{e}}
	ɛ̯̃	empty:vowel:−high −low −back −round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textroundcap{\textipa{E}}}
	ə̯̃	empty:vowel:−high −low +back −round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textroundcap{\textschwa}}
	ɚ̯̃	empty:vowel:−high −low +back −round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textroundcap{\textrhookschwa}}
	ɘ̯̃	empty:vowel:−high −low +back −round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textroundcap{\textreve}}
	ɜ̯̃	empty:vowel:−high −low +back −round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textroundcap{\textipa{3}}}
	ɝ̯̃	empty:vowel:−high −low +back −round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textroundcap{\textrhookrevepsilon}}
	ɞ̯̃	empty:vowel:−high −low +back +round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textroundcap{\textcloseepsilon}}
	ɤ̯̃	empty:vowel:−high −low +back −round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textroundcap{\textipa{7}}}
	ĩ̯	empty:vowel:+high −low −back −round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textroundcap{i}}
	ɪ̯̃	empty:vowel:+high −low −back −round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textroundcap{\textipa{I}}}
	ɨ̯̃	empty:vowel:+high −low +back −round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textroundcap{\textbari}}
	ɯ̯̃	empty:vowel:+high −low +back +round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textroundcap{\textturnm}}
	õ̯	empty:vowel:−high −low +back +round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textroundcap{o}}
	ɵ̯̃	empty:vowel:−high −low +back +round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textroundcap{\textbaro}}
	ø̯̃	empty:vowel:−high −low −back +round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textroundcap{\o}}
	ɶ̯̃	empty:vowel:−high +low −back +round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textroundcap{\textscoelig}}
	œ̯̃	empty:vowel:−high −low −back +round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textroundcap{\oe}}
	ũ̯	empty:vowel:+high −low +back +round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textroundcap{u}}
	ʉ̯̃	empty:vowel:+high −low +back +round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textroundcap{\textbaru}}
	ʊ̯̃	empty:vowel:+high −low +back +round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textroundcap{\textupsilon}}
	ʌ̯̃	empty:vowel:−high −low +back −round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textroundcap{\textturnv}}
	ỹ̯	empty:vowel:+high −low −back +round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textroundcap{y}}
	ʏ̯̃	empty:vowel:+high −low −back +round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textroundcap{\textipa{Y}}}
	æ̯̃	empty:vowel:−high +low −back −round +voice +nasal −spread glottis −constricted glottis	\textipa{\~\textroundcap{\ae}}
	ḁ	empty:vowel:−high +low +back −round −voice −nasal −spread glottis −constricted glottis	*a
	ɐ̥	empty:vowel:−high +low +back −round −voice −nasal −spread glottis −constricted glottis	*\textturna
	ɑ̥	empty:vowel:−high +low +back −round −voice −nasal −spread glottis −constricted glottis	*\textscripta
	ɒ̥	empty:vowel:−high +low +back +round −voice −nasal −spread glottis −constricted glottis	*\textturnscripta
	ɔ̥	empty:vowel:−high −low +back +round −voice −nasal −spread glottis −constricted glottis	*\textopeno
	e̥	empty:vowel:−high −low −back −round −voice −nasal −spread glottis −constricted glottis	*e
	ɛ̥	empty:vowel:−high −low −back −round −voice −nasal −spread glottis −constricted glottis	*\textipa{E}
	ə̥	empty:vowel:−high −low +back −round −voice −nasal −spread glottis −constricted glottis	*\textschwa
	ɚ̥	empty:vowel:−high −low +back −round −voice −nasal −spread glottis −constricted glottis	*\textrhookschwa
	ɘ̥	empty:vowel:−high −low +back −round −voice −nasal −spread glottis −constricted glottis	*\textreve
	ɜ̥	empty:vowel:−high −low +back −round −voice −nasal −spread glottis −constricted glottis	*\textipa{3}
	ɝ̥	empty:vowel:−high −low +back −round −voice −nasal −spread glottis −constricted glottis	*\textrhookrevepsilon
	ɞ̥	empty:vowel:−high −low +back +round −voice −nasal −spread glottis −constricted glottis	*\textcloseepsilon
	ɤ̥	empty:vowel:−high −low +back −round −voice −nasal −spread glottis −constricted glottis	*\textipa{7}
	i̥	empty:vowel:+high −low −back −round −voice −nasal −spread glottis −constricted glottis	*i
	ɪ̥	empty:vowel:+high −low −back −round −voice −nasal −spread glottis −constricted glottis	*\textipa{I}
	ɨ̥	empty:vowel:+high −low +back −round −voice −nasal −spread glottis −constricted glottis	*\textbari
	ɯ̥	empty:vowel:+high −low +back +round −voice −nasal −spread glottis −constricted glottis	*\textturnm
	o̥	empty:vowel:−high −low +back +round −voice −nasal −spread glottis −constricted glottis	*o
	ɵ̥	empty:vowel:−high −low +back +round −voice −nasal −spread glottis −constricted glottis	*\textbaro
	ø̥	empty:vowel:−high −low −back +round −voice −nasal −spread glottis −constricted glottis	*\o
	ɶ̥	empty:vowel:−high +low −back +round −voice −nasal −spread glottis −constricted glottis	*\textscoelig
	œ̥	empty:vowel:−high −low −back +round −voice −nasal −spread glottis −constricted glottis	*\oe
	u̥	empty:vowel:+high −low +back +round −voice −nasal −spread glottis −constricted glottis	*u
	ʉ̥	empty:vowel:+high −low +back +round −voice −nasal −spread glottis −constricted glottis	*\textbaru
	ʊ̥	empty:vowel:+high −low +back +round −voice −nasal −spread glottis −constricted glottis	*\textupsilon
	ʌ̥	empty:vowel:−high −low +back −round −voice −nasal −spread glottis −constricted glottis	*\textturnv
	y̥	empty:vowel:+high −low −back +round −voice −nasal −spread glottis −constricted glottis	*y
	ʏ̥	empty:vowel:+high −low −back +round −voice −nasal −spread glottis −constricted glottis	*\textipa{Y}
	æ̥	empty:vowel:−high +low −back −round −voice −nasal −spread glottis −constricted glottis	*\ae
	ʙ̥	labial:liquid:−voice −lateral	*\textscb
	m̥	labial:nasal:−voice +nasal	*m
	ʋ̥	labiodental:liquid:−voice −lateral	*\textscriptv
	ɱ̥	labiodental:nasal:−voice +nasal	*\textltailm
	r̥	alveolar:liquid:−voice −lateral	*r
	ɺ̥	alveolar:liquid:−voice +lateral	*\textturnlonglegr
	ɾ̥	alveolar:liquid:−voice −lateral	*\textfishhookr
	ɹ̥	alveolar:liquid:−voice −lateral	*\textturnr
	l̥	alveolar:liquid:−voice +lateral	*l
	ɫ̥	alveolar:liquid:−voice +lateral	*\textltilde
	n̥	alveolar:nasal:−voice +nasal	*n
	ɽ̥	retroflex:liquid:−voice −lateral	*\textrtailr
	ɻ̥	retroflex:liquid:−voice −lateral	*\textturnrrtail
	ɭ̥	retroflex:liquid:−voice +lateral	*\textturny
	ɳ̥	retroflex:nasal:−voice +nasal	*\:n
	ʎ̥	palatal:liquid:−voice +lateral	*\begin{IPA} +\;G \end{IPA}
	ɲ̥	palatal:nasal:−voice +nasal	*\textltailn
	ʟ̥	velar:liquid:−voice +lateral	*\textscl
	ŋ̥	velar:nasal:−voice +nasal	*\textipa{N}
	ʀ̥	uvular:liquid:−voice −lateral	*\textscr
	ɴ̥	uvular:nasal:−voice +nasal	*\textscn
	a̯̥	empty:vowel:−high +low +back −round −voice −nasal −spread glottis −constricted glottis	*\textroundcap{a}
	ɐ̯̥	empty:vowel:−high +low +back −round −voice −nasal −spread glottis −constricted glottis	*\textroundcap{\textturna}
	ɑ̯̥	empty:vowel:−high +low +back −round −voice −nasal −spread glottis −constricted glottis	*\textroundcap{\textscripta}
	ɒ̯̥	empty:vowel:−high +low +back +round −voice −nasal −spread glottis −constricted glottis	*\textroundcap{\textturnscripta}
	ɔ̯̥	empty:vowel:−high −low +back +round −voice −nasal −spread glottis −constricted glottis	*\textroundcap{\textopeno}
	e̯̥	empty:vowel:−high −low −back −round −voice −nasal −spread glottis −constricted glottis	*\textroundcap{e}
	ɛ̯̥	empty:vowel:−high −low −back −round −voice −nasal −spread glottis −constricted glottis	*\textroundcap{\textipa{E}}
	ə̯̥	empty:vowel:−high −low +back −round −voice −nasal −spread glottis −constricted glottis	*\textroundcap{\textschwa}
	ɚ̯̥	empty:vowel:−high −low +back −round −voice −nasal −spread glottis −constricted glottis	*\textroundcap{\textrhookschwa}
	ɘ̯̥	empty:vowel:−high −low +back −round −voice −nasal −spread glottis −constricted glottis	*\textroundcap{\textreve}
	ɜ̯̥	empty:vowel:−high −low +back −round −voice −nasal −spread glottis −constricted glottis	*\textroundcap{\textipa{3}}
	ɝ̯̥	empty:vowel:−high −low +back −round −voice −nasal −spread glottis −constricted glottis	*\textroundcap{\textrhookrevepsilon}
	ɞ̯̥	empty:vowel:−high −low +back +round −voice −nasal −spread glottis −constricted glottis	*\textroundcap{\textcloseepsilon}
