BIPA	GRAPHEME	FEATURES	SYMBOLS
gʷʰ	ɡʷʰ	-syl -son +cons -cont -delrel -lat -nas +voi +sg -cg -ant -cor -lab +hi -lo +back +round -velaric -long	◌g ◌ʷ ◌ʰ
gʷʰː	ɡʷʰː	-syl -son +cons -cont -delrel -lat -nas +voi +sg -cg -ant -cor -lab +hi -lo +back +round -velaric +long	◌g ◌ʷ ◌ʰ ◌ː
gʷʱ	ɡ̤ʷ	-syl -son +cons -cont -delrel -lat -nas +voi +sg -cg -ant -cor -lab +hi -lo +back +round -velaric -long	◌g ◌ʷ ◌ʱ
gʷˀ	ɡʷˀ	-syl -son +cons -cont -delrel -lat -nas +voi -sg +cg -ant -cor -lab +hi -lo +back +round -velaric -long	◌g ◌ʷ ◌ˀ
gʷː	ɡʷː	-syl -son +cons -cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi -lo +back +round -velaric +long	◌g ◌ʷ ◌ː
gʷː	ɡːʷ	-syl -son +cons -cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi -lo +back +round -velaric +long	◌g ◌ʷ ◌ː
gʷˠ	ɡʷˠ	-syl -son +cons -cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi -lo +back +round -velaric -long	◌g ◌ʷ ◌ˠ
gʷˠʰ	ɡʷˠʰ	-syl -son +cons -cont -delrel -lat -nas +voi +sg -cg -ant -cor -lab +hi -lo +back +round -velaric -long	◌g ◌ʷ ◌ˠ ◌ʰ
gʷˤ	ɡʷˤ	-syl -son +cons -cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi +lo +back +round -velaric -long	◌g ◌ʷ ◌ˤ
gʷˤʰ	ɡʷˤʰ	-syl -son +cons -cont -delrel -lat -nas +voi +sg -cg -ant -cor -lab +hi +lo +back +round -velaric -long	◌g ◌ʷ ◌ˤ ◌ʰ
gˀ	ɡˀ	-syl -son +cons -cont -delrel -lat -nas +voi -sg +cg -ant -cor -lab +hi -lo +back -round -velaric -long	◌g ◌ˀ
gː	ɡː	-syl -son +cons -cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi -lo +back -round -velaric +long	◌g ◌ː
gˤ	ɡˤ	-syl -son +cons -cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi +lo +back -round -velaric -long	◌g ◌ˤ
gˤʰ	ɡʰˤ	-syl -son +cons -cont -delrel -lat -nas +voi +sg -cg -ant -cor -lab +hi +lo +back -round -velaric -long	◌g ◌ˤ ◌ʰ
gˤʰ	ɡˤʰ	-syl -son +cons -cont -delrel -lat -nas +voi +sg -cg -ant -cor -lab +hi +lo +back -round -velaric -long	◌g ◌ˤ ◌ʰ
gˤʱ	ɡ̤ˤ	-syl -son +cons -cont -delrel -lat -nas +voi +sg -cg -ant -cor -lab +hi +lo +back -round -velaric -long	◌g ◌ˤ ◌ʱ
gˤː	ɡːˤ	-syl -son +cons -cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi +lo +back -round -velaric +long	◌g ◌ˤ ◌ː
gˤː	ɡˤː	-syl -son +cons -cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi +lo +back -round -velaric +long	◌g ◌ˤ ◌ː
g̃	ɡ̃	-syl -son +cons -cont -delrel -lat +nas +voi -sg -cg -ant -cor -lab +hi -lo +back -round -velaric -long	◌g ◌̃
g̃ː	ɡ̃ː	-syl -son +cons -cont -delrel -lat +nas +voi -sg -cg -ant -cor -lab +hi -lo +back -round -velaric +long	◌g ◌̃ ◌ː
g̃ˤ	ɡ̃ˤ	-syl -son +cons -cont -delrel -lat +nas +voi -sg -cg -ant -cor -lab +hi +lo +back -round -velaric -long	◌g ◌̃ ◌ˤ
g̟	ɡ̟	-syl -son +cons -cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi -lo +back -round -velaric -long	◌g ◌̟
g̠	ɡ̠	-syl -son +cons -cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi -lo +back -round -velaric -long	◌g ◌̠
g̰	ɡ̰	-syl -son +cons -cont -delrel -lat -nas +voi -sg +cg -ant -cor -lab +hi -lo +back -round -velaric -long	◌g ◌̰
g̰ʲ	ɡ̰ʲ	-syl -son +cons -cont -delrel -lat -nas +voi -sg +cg -ant -cor -lab +hi -lo -back -round -velaric -long	◌g ◌̰ ◌ʲ
g̰ʷ	ɡ̰ʷ	-syl -son +cons -cont -delrel -lat -nas +voi -sg +cg -ant -cor -lab +hi -lo +back +round -velaric -long	◌g ◌̰ ◌ʷ
g̰ː	ɡ̰ː	-syl -son +cons -cont -delrel -lat -nas +voi -sg +cg -ant -cor -lab +hi -lo +back -round -velaric +long	◌g ◌̰ ◌ː
g̰ˠ	ɡ̰ˠ	-syl -son +cons -cont -delrel -lat -nas +voi -sg +cg -ant -cor -lab +hi -lo +back -round -velaric -long	◌g ◌̰ ◌ˠ
g̰ˤ	ɡ̰ˤ	-syl -son +cons -cont -delrel -lat -nas +voi -sg +cg -ant -cor -lab +hi +lo +back -round -velaric -long	◌g ◌̰ ◌ˤ
g̰̃	ɡ̰̃	-syl -son +cons -cont -delrel -lat +nas +voi -sg +cg -ant -cor -lab +hi -lo +back -round -velaric -long	◌g ◌̰ ◌̃
gᶣ	ɡᶣ	-syl -son +cons -cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi -lo -back +round -velaric -long	◌g ◌ᶣ
gᶣʰ	ɡʰᶣ	-syl -son +cons -cont -delrel -lat -nas +voi +sg -cg -ant -cor -lab +hi -lo -back +round -velaric -long	◌g ◌ᶣ ◌ʰ
gⁿ	ɡⁿ	-syl -son +cons -cont -delrel -lat +nas +voi -sg -cg -ant -cor -lab +hi -lo +back -round -velaric -long	◌g ◌ⁿ
h	h	-syl +son +cons +cont -delrel -lat -nas -voi -sg -cg -ant -cor -lab -hi -lo -back -round -velaric -long	◌h
hʲ	hʲ	-syl +son +cons +cont -delrel -lat -nas -voi -sg -cg -ant -cor -lab +hi -lo -back -round -velaric -long	◌h ◌ʲ
hʲʷ	hʲʷ	-syl +son +cons +cont -delrel -lat -nas -voi -sg -cg -ant -cor -lab +hi -lo +back +round -velaric -long	◌h ◌ʲ ◌ʷ
hʲː	hʲː	-syl +son +cons +cont -delrel -lat -nas -voi -sg -cg -ant -cor -lab +hi -lo -back -round -velaric +long	◌h ◌ʲ ◌ː
hʲː	hːʲ	-syl +son +cons +cont -delrel -lat -nas -voi -sg -cg -ant -cor -lab +hi -lo -back -round -velaric +long	◌h ◌ʲ ◌ː
hʷ	hʷ	-syl +son +cons +cont -delrel -lat -nas -voi -sg -cg -ant -cor -lab +hi -lo +back +round -velaric -long	◌h ◌ʷ
hʷˀ	hʷˀ	-syl +son +cons +cont -delrel -lat -nas -voi -sg +cg -ant -cor -lab +hi -lo +back +round -velaric -long	◌h ◌ʷ ◌ˀ
hʷː	hʷː	-syl +son +cons +cont -delrel -lat -nas -voi -sg -cg -ant -cor -lab +hi -lo +back +round -velaric +long	◌h ◌ʷ ◌ː
hʷː	hːʷ	-syl +son +cons +cont -delrel -lat -nas -voi -sg -cg -ant -cor -lab +hi -lo +back +round -velaric +long	◌h ◌ʷ ◌ː
hʷˠ	hʷˠ	-syl +son +cons +cont -delrel -lat -nas -voi -sg -cg -ant -cor -lab +hi -lo +back +round -velaric -long	◌h ◌ʷ ◌ˠ
hʷˤ	hʷˤ	-syl +son +cons +cont -delrel -lat -nas -voi -sg -cg -ant -cor -lab +hi +lo +back +round -velaric -long	◌h ◌ʷ ◌ˤ
hˀ	hˀ	-syl +son +cons +cont -delrel -lat -nas -voi -sg +cg -ant -cor -lab -hi -lo -back -round -velaric -long	◌h ◌ˀ
hː	hː	-syl +son +cons +cont -delrel -lat -nas -voi -sg -cg -ant -cor -lab -hi -lo -back -round -velaric +long	◌h ◌ː
hˠ	hˠ	-syl +son +cons +cont -delrel -lat -nas -voi -sg -cg -ant -cor -lab +hi -lo +back -round -velaric -long	◌h ◌ˠ
hˠː	hːˠ	-syl +son +cons +cont -delrel -lat -nas -voi -sg -cg -ant -cor -lab +hi -lo +back -round -velaric +long	◌h ◌ˠ ◌ː
hˤ	hˤ	-syl +son +cons +cont -delrel -lat -nas -voi -sg -cg -ant -cor -lab -hi +lo +back -round -velaric -long	◌h ◌ˤ
hˤː	hːˤ	-syl +son +cons +cont -delrel -lat -nas -voi -sg -cg -ant -cor -lab -hi +lo +back -round -velaric +long	◌h ◌ˤ ◌ː
hˤː	hˤː	-syl +son +cons +cont -delrel -lat -nas -voi -sg -cg -ant -cor -lab -hi +lo +back -round -velaric +long	◌h ◌ˤ ◌ː
h̝	h̝	-syl +son +cons +cont -delrel -lat -nas -voi -sg -cg -ant -cor -lab -hi -lo -back -round -velaric -long	◌h ◌̝
h̞	h̞	-syl +son +cons +cont -delrel -lat -nas -voi -sg -cg -ant -cor -lab -hi -lo -back -round -velaric -long	◌h ◌̞
h̟	h̟	-syl +son +cons +cont -delrel -lat -nas -voi -sg -cg -ant -cor -lab -hi -lo -back -round -velaric -long	◌h ◌̟
h̠	h̠	-syl +son +cons +cont -delrel -lat -nas -voi -sg -cg -ant -cor -lab -hi -lo -back -round -velaric -long	◌h ◌̠
h̩	h̩	+syl +son +cons +cont -delrel -lat -nas -voi -sg -cg -ant -cor -lab -hi -lo -back -round -velaric -long	◌h ◌̩
hᶣ	hᶣ	-syl +son +cons +cont -delrel -lat -nas -voi -sg -cg -ant -cor -lab +hi -lo -back +round -velaric -long	◌h ◌ᶣ
i	i	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab +hi -lo -back -round -velaric +tense -long	◌i
iˀ	iˀ	+syl +son -cons +cont -delrel -lat -nas +voi -sg +cg -cor -lab +hi -lo -back -round -velaric +tense -long	◌i ◌ˀ
iː	iː	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab +hi -lo -back -round -velaric +tense +long	◌i ◌ː
i˞	i˞	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi -lo -back +round -velaric +tense -long	◌i ◌˞
iˠ	iˠ	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab +hi -lo +back -round -velaric +tense -long	◌i ◌ˠ
iˠː	iːˠ	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab +hi -lo +back -round -velaric +tense +long	◌i ◌ˠ ◌ː
iˤ	iˤ	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab +hi +lo +back -round -velaric +tense -long	◌i ◌ˤ
iˤː	iːˤ	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab +hi +lo +back -round -velaric +tense +long	◌i ◌ˤ ◌ː
iˤː	iˤː	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab +hi +lo +back -round -velaric +tense +long	◌i ◌ˤ ◌ː
ĩ	ĩ	+syl +son -cons +cont -delrel -lat +nas +voi -sg -cg -cor -lab +hi -lo -back -round -velaric +tense -long	◌i ◌̃
ĩː	ĩː	+syl +son -cons +cont -delrel -lat +nas +voi -sg -cg -cor -lab +hi -lo -back -round -velaric +tense +long	◌i ◌̃ ◌ː
ĩˤ	ĩˤ	+syl +son -cons +cont -delrel -lat +nas +voi -sg -cg -cor -lab +hi +lo +back -round -velaric +tense -long	◌i ◌̃ ◌ˤ
ĭ	ĭ	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab +hi -lo -back -round -velaric +tense -long	◌i ◌̆
ï	ï	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab +hi -lo -back -round -velaric +tense -long	◌i ◌̈
i̘	i̘	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab +hi -lo -back -round -velaric +tense -long	◌i ◌̘
i̘ː	i̘ː	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab +hi -lo -back -round -velaric +tense +long	◌i ◌̘ ◌ː
i̘ˠ	i̘ˠ	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab +hi -lo +back -round -velaric +tense -long	◌i ◌̘ ◌ˠ
i̙	i̙	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab +hi -lo -back -round -velaric -tense -long	◌i ◌̙
i̙ː	i̙ː	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab +hi -lo -back -round -velaric -tense +long	◌i ◌̙ ◌ː
i̙ˠ	i̙ˠ	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab +hi -lo +back -round -velaric -tense -long	◌i ◌̙ ◌ˠ
i̝	i̝	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab +hi -lo -back -round -velaric +tense -long	◌i ◌̝
i̞	i̞	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab +hi -lo -back -round -velaric +tense -long	◌i ◌̞
i̟	i̟	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab +hi -lo -back -round -velaric +tense -long	◌i ◌̟
i̠	i̠	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab +hi -lo -back -round -velaric +tense -long	◌i ◌̠
i̤	i̤	+syl +son -cons +cont -delrel -lat -nas +voi +sg -cg -cor -lab +hi -lo -back -round -velaric +tense -long	◌i ◌̤
i̤ː	i̤ː	+syl +son -cons +cont -delrel -lat -nas +voi +sg -cg -cor -lab +hi -lo -back -round -velaric +tense +long	◌i ◌̤ ◌ː
i̤ˠ	i̤ˠ	+syl +son -cons +cont -delrel -lat -nas +voi +sg -cg -cor -lab +hi -lo +back -round -velaric +tense -long	◌i ◌̤ ◌ˠ
i̤ˤ	i̤ˤ	+syl +son -cons +cont -delrel -lat -nas +voi +sg -cg -cor -lab +hi +lo +back -round -velaric +tense -long	◌i ◌̤ ◌ˤ
i̥	i̥	+syl +son -cons +cont -delrel -lat -nas -voi -sg -cg -cor -lab +hi -lo -back -round -velaric +tense -long	◌i ◌̥
i̥ː	i̥ː	+syl +son -cons +cont -delrel -lat -nas -voi -sg -cg -cor -lab +hi -lo -back -round -velaric +tense +long	◌i ◌̥ ◌ː
i̥ˠ	i̥ˠ	+syl +son -cons +cont -delrel -lat -nas -voi -sg -cg -cor -lab +hi -lo +back -round -velaric +tense -long	◌i ◌̥ ◌ˠ
i̥ˤ	i̥ˤ	+syl +son -cons +cont -delrel -lat -nas -voi -sg -cg -cor -lab +hi +lo +back -round -velaric +tense -long	◌i ◌̥ ◌ˤ
i̥̤	i̤̥	+syl +son -cons +cont -delrel -lat -nas -voi +sg -cg -cor -lab +hi -lo -back -round -velaric +tense -long	◌i ◌̥ ◌̤
i̯	i̯	-syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -cor -lab +hi -lo -back -round -velaric +tense -long	◌i ◌̯
ḭ	ḭ	+syl +son -cons +cont -delrel -lat -nas +voi -sg +cg -cor -lab +hi -lo -back -round -velaric +tense -long	◌i ◌̰
ḭː	ḭː	+syl +son -cons +cont -delrel -lat -nas +voi -sg +cg -cor -lab +hi -lo -back -round -velaric +tense +long	◌i ◌̰ ◌ː
ḭˠ	ḭˠ	+syl +son -cons +cont -delrel -lat -nas +voi -sg +cg -cor -lab +hi -lo +back -round -velaric +tense -long	◌i ◌̰ ◌ˠ
ḭˤ	ḭˤ	+syl +son -cons +cont -delrel -lat -nas +voi -sg +cg -cor -lab +hi +lo +back -round -velaric +tense -long	◌i ◌̰ ◌ˤ
ḭ̃	ḭ̃	+syl +son -cons +cont -delrel -lat +nas +voi -sg +cg -cor -lab +hi -lo -back -round -velaric +tense -long	◌i ◌̰ ◌̃
j	j	-syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi -lo -back -round -velaric -long	◌j
jʱ	j̤	-syl +son -cons +cont -delrel -lat -nas +voi +sg -cg -ant -cor -lab +hi -lo -back -round -velaric -long	◌j ◌ʱ
jʱː	j̤ː	-syl +son -cons +cont -delrel -lat -nas +voi +sg -cg -ant -cor -lab +hi -lo -back -round -velaric +long	◌j ◌ʱ ◌ː
jʲʱ	j̤ʲ	-syl +son -cons +cont -delrel -lat -nas +voi +sg -cg -ant -cor -lab +hi -lo -back -round -velaric -long	◌j ◌ʲ ◌ʱ
jʲː	jːʲ	-syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi -lo -back -round -velaric +long	◌j ◌ʲ ◌ː
jʷ	jʷ	-syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi -lo +back +round -velaric -long	◌j ◌ʷ
jʷʱ	j̤ʷ	-syl +son -cons +cont -delrel -lat -nas +voi +sg -cg -ant -cor -lab +hi -lo +back +round -velaric -long	◌j ◌ʷ ◌ʱ
jʷˀ	jʷˀ	-syl +son -cons +cont -delrel -lat -nas +voi -sg +cg -ant -cor -lab +hi -lo +back +round -velaric -long	◌j ◌ʷ ◌ˀ
jʷː	jʷː	-syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi -lo +back +round -velaric +long	◌j ◌ʷ ◌ː
jʷː	jːʷ	-syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi -lo +back +round -velaric +long	◌j ◌ʷ ◌ː
jʷˠ	jʷˠ	-syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi -lo +back +round -velaric -long	◌j ◌ʷ ◌ˠ
jʷˤ	jʷˤ	-syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi +lo +back +round -velaric -long	◌j ◌ʷ ◌ˤ
jˀ	jˀ	-syl +son -cons +cont -delrel -lat -nas +voi -sg +cg -ant -cor -lab +hi -lo -back -round -velaric -long	◌j ◌ˀ
jː	jː	-syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi -lo -back -round -velaric +long	◌j ◌ː
jˠ	jˠ	-syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi -lo +back -round -velaric -long	◌j ◌ˠ
jˠʱ	j̤ˠ	-syl +son -cons +cont -delrel -lat -nas +voi +sg -cg -ant -cor -lab +hi -lo +back -round -velaric -long	◌j ◌ˠ ◌ʱ
jˠː	jːˠ	-syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi -lo +back -round -velaric +long	◌j ◌ˠ ◌ː
jˤ	jˤ	-syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi +lo +back -round -velaric -long	◌j ◌ˤ
jˤʱ	j̤ˤ	-syl +son -cons +cont -delrel -lat -nas +voi +sg -cg -ant -cor -lab +hi +lo +back -round -velaric -long	◌j ◌ˤ ◌ʱ
jˤː	jːˤ	-syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi +lo +back -round -velaric +long	◌j ◌ˤ ◌ː
jˤː	jˤː	-syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi +lo +back -round -velaric +long	◌j ◌ˤ ◌ː
j̃	j̃	-syl +son -cons +cont -delrel -lat +nas +voi -sg -cg -ant -cor -lab +hi -lo -back -round -velaric -long	◌j ◌̃
j̃ː	j̃ː	-syl +son -cons +cont -delrel -lat +nas +voi -sg -cg -ant -cor -lab +hi -lo -back -round -velaric +long	◌j ◌̃ ◌ː
j̃ˤ	j̃ˤ	-syl +son -cons +cont -delrel -lat +nas +voi -sg -cg -ant -cor -lab +hi +lo +back -round -velaric -long	◌j ◌̃ ◌ˤ
j̊	j̥	-syl +son -cons +cont -delrel -lat -nas -voi -sg -cg -ant -cor -lab +hi -lo -back -round -velaric -long	◌j ◌̊
j̝	j̝	-syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi -lo -back -round -velaric -long	◌j ◌̝
j̞	j̞	-syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi -lo -back -round -velaric -long	◌j ◌̞
j̟	j̟	-syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi -lo -back -round -velaric -long	◌j ◌̟
j̠	j̠	-syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi -lo -back -round -velaric -long	◌j ◌̠
j̥ʱ	j̤̥	-syl +son -cons +cont -delrel -lat -nas -voi +sg -cg -ant -cor -lab +hi -lo -back -round -velaric -long	◌j ◌̥ ◌ʱ
j̥ʲ	j̥ʲ	-syl +son -cons +cont -delrel -lat -nas -voi -sg -cg -ant -cor -lab +hi -lo -back -round -velaric -long	◌j ◌̥ ◌ʲ
j̥ʷ	j̥ʷ	-syl +son -cons +cont -delrel -lat -nas -voi -sg -cg -ant -cor -lab +hi -lo +back +round -velaric -long	◌j ◌̥ ◌ʷ
j̥ː	j̥ː	-syl +son -cons +cont -delrel -lat -nas -voi -sg -cg -ant -cor -lab +hi -lo -back -round -velaric +long	◌j ◌̥ ◌ː
j̥ˠ	j̥ˠ	-syl +son -cons +cont -delrel -lat -nas -voi -sg -cg -ant -cor -lab +hi -lo +back -round -velaric -long	◌j ◌̥ ◌ˠ
j̥ˤ	j̥ˤ	-syl +son -cons +cont -delrel -lat -nas -voi -sg -cg -ant -cor -lab +hi +lo +back -round -velaric -long	◌j ◌̥ ◌ˤ
j̩	j̩	+syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi -lo -back -round -velaric -long	◌j ◌̩
j̰	j̰	-syl +son -cons +cont -delrel -lat -nas +voi -sg +cg -ant -cor -lab +hi -lo -back -round -velaric -long	◌j ◌̰
j̰ʲ	j̰ʲ	-syl +son -cons +cont -delrel -lat -nas +voi -sg +cg -ant -cor -lab +hi -lo -back -round -velaric -long	◌j ◌̰ ◌ʲ
j̰ʷ	j̰ʷ	-syl +son -cons +cont -delrel -lat -nas +voi -sg +cg -ant -cor -lab +hi -lo +back +round -velaric -long	◌j ◌̰ ◌ʷ
j̰ː	j̰ː	-syl +son -cons +cont -delrel -lat -nas +voi -sg +cg -ant -cor -lab +hi -lo -back -round -velaric +long	◌j ◌̰ ◌ː
j̰ˠ	j̰ˠ	-syl +son -cons +cont -delrel -lat -nas +voi -sg +cg -ant -cor -lab +hi -lo +back -round -velaric -long	◌j ◌̰ ◌ˠ
j̰ˤ	j̰ˤ	-syl +son -cons +cont -delrel -lat -nas +voi -sg +cg -ant -cor -lab +hi +lo +back -round -velaric -long	◌j ◌̰ ◌ˤ
j̰̃	j̰̃	-syl +son -cons +cont -delrel -lat +nas +voi -sg +cg -ant -cor -lab +hi -lo -back -round -velaric -long	◌j ◌̰ ◌̃
jᶣ	jᶣ	-syl +son -cons +cont -delrel -lat -nas +voi -sg -cg -ant -cor -lab +hi -lo -back +round -velaric -long	◌j ◌ᶣ
k	k	-syl -son +cons -cont -delrel -lat -nas -voi -sg -cg -ant -cor -lab +hi -lo +back -round -velaric -long	◌k
kp	k͡p	-syl -son +cons -cont -delrel -lat -nas -voi -sg -cg -cor +lab +hi -lo -round -velaric -long	◌k ◌p
kpʰ	k͡pʰ	-syl -son +cons -cont -delrel -lat -nas -voi +sg -cg -cor +lab +hi -lo -round -velaric -long	◌k ◌p ◌ʰ
kpʰː	k͡pʰː	-syl -son +cons -cont -delrel -lat -nas -voi +sg -cg -cor +lab +hi -lo -round -velaric +long	◌k ◌p ◌ʰ ◌ː
kpʲ	k͡pʲ	-syl -son +cons -cont -delrel -lat -nas -voi -sg -cg -cor +lab +hi -lo -back -round -velaric -long	◌k ◌p ◌ʲ
kpʲʰ	k͡pʰʲ	-syl -son +cons -cont -delrel -lat -nas -voi +sg -cg -cor +lab +hi -lo -back -round -velaric -long	◌k ◌p ◌ʲ ◌ʰ
kpʲʰ	k͡pʲʰ	-syl -son +cons -cont -delrel -lat -nas -voi +sg -cg -cor +lab +hi -lo -back -round -velaric -long	◌k ◌p ◌ʲ ◌ʰ
kpʲʷ	k͡pʲʷ	-syl -son +cons -cont -delrel -lat -nas -voi -sg -cg -cor +lab +hi -lo +back +round -velaric -long	◌k ◌p ◌ʲ ◌ʷ
kpʲʷʰ	k͡pʲʷʰ	-syl -son +cons -cont -delrel -lat -nas -voi +sg -cg -cor +lab +hi -lo +back +round -velaric -long	◌k ◌p ◌ʲ ◌ʷ ◌ʰ
kpʲː	k͡pʲː	-syl -son +cons -cont -delrel -lat -nas -voi -sg -cg -cor +lab +hi -lo -back -round -velaric +long	◌k ◌p ◌ʲ ◌ː
kpʲː	k͡pːʲ	-syl -son +cons -cont -delrel -lat -nas -voi -sg -cg -cor +lab +hi -lo -back -round -velaric +long	◌k ◌p ◌ʲ ◌ː
kpʷ	k͡pʷ	-syl -son +cons -cont -delrel -lat -nas -voi -sg -cg -cor +lab +hi -lo +back +round -velaric -long	◌k ◌p ◌ʷ
kpʷʰ	k͡pʰʷ	-syl -son +cons -cont -delrel -lat -nas -voi +sg -cg -cor +lab +hi -lo +back +round -velaric -long	◌k ◌p ◌ʷ ◌ʰ
kpʷʰ	k͡pʷʰ	-syl -son +cons -cont -delrel -lat -nas -voi +sg -cg -cor +lab +hi -lo +back +round -velaric -long	◌k ◌p ◌ʷ ◌ʰ
kpʷʰː	k͡pʷʰː	-syl -son +cons -cont -delrel -lat -nas -voi +sg -cg -cor +lab +hi -lo +back +round -velaric +long	◌k ◌p ◌ʷ ◌ʰ ◌ː
kpʷˀ	k͡pʷˀ	-syl -son +cons -cont -delrel -lat -nas -voi -sg +cg -cor +lab +hi -lo +back +round -velaric -long	◌k ◌p ◌ʷ ◌ˀ
kpʷː	k͡pʷː	-syl -son +cons -cont -delrel -lat -nas -voi -sg -cg -cor +lab +hi -lo +back +round -velaric +long	◌k ◌p ◌ʷ ◌ː
kpʷː	k͡pːʷ	-syl -son +cons -cont -delrel -lat -nas -voi -sg -cg -cor +lab +hi -lo +back +round -velaric +long	◌k ◌p ◌ʷ ◌ː
kpʷˠ	k͡pʷˠ	-syl -son +cons -cont -delrel -lat -nas -voi -sg -cg -cor +lab +hi -lo +back +round -velaric -long	◌k ◌p ◌ʷ ◌ˠ
kpʷˠʰ	k͡pʷˠʰ	-syl -son +cons -cont -delrel -lat -nas -voi +sg -cg -cor +lab +hi -lo +back +round -velaric -long	◌k ◌p ◌ʷ ◌ˠ ◌ʰ
kpʷˤ	k͡pʷˤ	-syl -son +cons -cont -delrel -lat -nas -voi -sg -cg -cor +lab +hi +lo +back +round -velaric -long	◌k ◌p ◌ʷ ◌ˤ
kpʷˤʰ	k͡pʷˤʰ	-syl -son +cons -cont -delrel -lat -nas -voi +sg -cg -cor +lab +hi +lo +back +round -velaric -long	◌k ◌p ◌ʷ ◌ˤ ◌ʰ
kpˀ	k͡pˀ	-syl -son +cons -cont -delrel -lat -nas -voi -sg +cg -cor +lab +hi -lo -round -velaric -long	◌k ◌p ◌ˀ
kpː	k͡pː	-syl -son +cons -cont -delrel -lat -nas -voi -sg -cg -cor +lab +hi -lo -round -velaric +long	◌k ◌p ◌ː
kpˠ	k͡pˠ	-syl -son +cons -cont -delrel -lat -nas -voi -sg -cg -cor +lab +hi -lo +back -round -velaric -long	◌k ◌p ◌ˠ
kpˠʰ	k͡pʰˠ	-syl -son +cons -cont -delrel -lat -nas -voi +sg -cg -cor +lab +hi -lo +back -round -velaric -long	◌k ◌p ◌ˠ ◌ʰ
kpˠː	k͡pːˠ	-syl -son +cons -cont -delrel -lat -nas -voi -sg -cg -cor +lab +hi -lo +back -round -velaric +long	◌k ◌p ◌ˠ ◌ː
kpˤ	k͡pˤ	-syl -son +cons -cont -delrel -lat -nas -voi -sg -cg -cor +lab +hi +lo +back -round -velaric -long	◌k ◌p ◌ˤ
