ID	NAME	FEATURES	TYPE	GRAPHEME	UNICODE	GENERATED	NOTE
non-syllabic_devoiced_unrounded_open_back_vowel	non-syllabic devoiced unrounded open back vowel	vowel_syllabicity_non-syllabic vowel_voicing_devoiced vowel_roundedness_unrounded vowel_height_open vowel_centrality_back	vowel	ɑ̥̯	LATIN SMALL LETTER ALPHA / COMBINING RING BELOW / COMBINING INVERTED BREVE BELOW	+	
non-syllabic_devoiced_unrounded_near-open_front_vowel	non-syllabic devoiced unrounded near-open front vowel	vowel_syllabicity_non-syllabic vowel_voicing_devoiced vowel_roundedness_unrounded vowel_height_near-open vowel_centrality_front	vowel	æ̥̯	LATIN SMALL LETTER AE / COMBINING RING BELOW / COMBINING INVERTED BREVE BELOW	+	
non-syllabic_devoiced_unrounded_near-open_central_vowel	non-syllabic devoiced unrounded near-open central vowel	vowel_syllabicity_non-syllabic vowel_voicing_devoiced vowel_roundedness_unrounded vowel_height_near-open vowel_centrality_central	vowel	ɐ̥̯	LATIN SMALL LETTER TURNED A / COMBINING RING BELOW / COMBINING INVERTED BREVE BELOW	+	
non-syllabic_devoiced_unrounded_near-close_near-front_vowel	non-syllabic devoiced unrounded near-close near-front vowel	vowel_syllabicity_non-syllabic vowel_voicing_devoiced vowel_roundedness_unrounded vowel_height_near-close vowel_centrality_near-front	vowel	ɪ̥̯	LATIN LETTER SMALL CAPITAL I / COMBINING RING BELOW / COMBINING INVERTED BREVE BELOW	+	
non-syllabic_devoiced_unrounded_mid_central_vowel	non-syllabic devoiced unrounded mid central vowel	vowel_syllabicity_non-syllabic vowel_voicing_devoiced vowel_roundedness_unrounded vowel_height_mid vowel_centrality_central	vowel	ə̥̯	LATIN SMALL LETTER SCHWA / COMBINING RING BELOW / COMBINING INVERTED BREVE BELOW	+	
non-syllabic_devoiced_unrounded_close-mid_front_vowel	non-syllabic devoiced unrounded close-mid front vowel	vowel_syllabicity_non-syllabic vowel_voicing_devoiced vowel_roundedness_unrounded vowel_height_close-mid vowel_centrality_front	vowel	e̥̯	LATIN SMALL LETTER E / COMBINING RING BELOW / COMBINING INVERTED BREVE BELOW	+	
non-syllabic_devoiced_unrounded_close-mid_central_vowel	non-syllabic devoiced unrounded close-mid central vowel	vowel_syllabicity_non-syllabic vowel_voicing_devoiced vowel_roundedness_unrounded vowel_height_close-mid vowel_centrality_central	vowel	ɘ̥̯	LATIN SMALL LETTER REVERSED E / COMBINING RING BELOW / COMBINING INVERTED BREVE BELOW	+	
non-syllabic_devoiced_unrounded_close-mid_back_vowel	non-syllabic devoiced unrounded close-mid back vowel	vowel_syllabicity_non-syllabic vowel_voicing_devoiced vowel_roundedness_unrounded vowel_height_close-mid vowel_centrality_back	vowel	ɤ̥̯	LATIN SMALL LETTER RAMS HORN / COMBINING RING BELOW / COMBINING INVERTED BREVE BELOW	+	
non-syllabic_devoiced_unrounded_close_front_vowel	non-syllabic devoiced unrounded close front vowel	vowel_syllabicity_non-syllabic vowel_voicing_devoiced vowel_roundedness_unrounded vowel_height_close vowel_centrality_front	vowel	i̥̯	LATIN SMALL LETTER I / COMBINING RING BELOW / COMBINING INVERTED BREVE BELOW	+	
non-syllabic_devoiced_unrounded_close_central_vowel	non-syllabic devoiced unrounded close central vowel	vowel_syllabicity_non-syllabic vowel_voicing_devoiced vowel_roundedness_unrounded vowel_height_close vowel_centrality_central	vowel	ɨ̥̯	LATIN SMALL LETTER I WITH STROKE / COMBINING RING BELOW / COMBINING INVERTED BREVE BELOW	+	
non-syllabic_devoiced_unrounded_close_back_vowel	non-syllabic devoiced unrounded close back vowel	vowel_syllabicity_non-syllabic vowel_voicing_devoiced vowel_roundedness_unrounded vowel_height_close vowel_centrality_back	vowel	ɯ̥̯	LATIN SMALL LETTER TURNED M / COMBINING RING BELOW / COMBINING INVERTED BREVE BELOW	+	
non-syllabic_devoiced_rounded_open-mid_front_vowel	non-syllabic devoiced rounded open-mid front vowel	vowel_syllabicity_non-syllabic vowel_voicing_devoiced vowel_roundedness_rounded vowel_height_open-mid vowel_centrality_front	vowel	œ̥̯	LATIN SMALL LIGATURE OE / COMBINING RING BELOW / COMBINING INVERTED BREVE BELOW	+	
non-syllabic_devoiced_rounded_open-mid_central_vowel	non-syllabic devoiced rounded open-mid central vowel	vowel_syllabicity_non-syllabic vowel_voicing_devoiced vowel_roundedness_rounded vowel_height_open-mid vowel_centrality_central	vowel	ɞ̥̯	LATIN SMALL LETTER CLOSED REVERSED OPEN E / COMBINING RING BELOW / COMBINING INVERTED BREVE BELOW	+	
non-syllabic_devoiced_rounded_open-mid_back_vowel	non-syllabic devoiced rounded open-mid back vowel	vowel_syllabicity_non-syllabic vowel_voicing_devoiced vowel_roundedness_rounded vowel_height_open-mid vowel_centrality_back	vowel	ɔ̥̯	LATIN SMALL LETTER OPEN O / COMBINING RING BELOW / COMBINING INVERTED BREVE BELOW	+	
non-syllabic_devoiced_rounded_open_front_vowel	non-syllabic devoiced rounded open front vowel	vowel_syllabicity_non-syllabic vowel_voicing_devoiced vowel_roundedness_rounded vowel_height_open vowel_centrality_front	vowel	ɶ̥̯	LATIN LETTER SMALL CAPITAL OE / COMBINING RING BELOW / COMBINING INVERTED BREVE BELOW	+	
non-syllabic_devoiced_rounded_open_back_vowel	non-syllabic devoiced rounded open back vowel	vowel_syllabicity_non-syllabic vowel_voicing_devoiced vowel_roundedness_rounded vowel_height_open vowel_centrality_back	vowel	ɒ̥̯	LATIN SMALL LETTER TURNED ALPHA / COMBINING RING BELOW / COMBINING INVERTED BREVE BELOW	+	
non-syllabic_devoiced_rounded_near-close_near-front_vowel	non-syllabic devoiced rounded near-close near-front vowel	vowel_syllabicity_non-syllabic vowel_voicing_devoiced vowel_roundedness_rounded vowel_height_near-close vowel_centrality_near-front	vowel	ʏ̥̯	LATIN LETTER SMALL CAPITAL Y / COMBINING RING BELOW / COMBINING INVERTED BREVE BELOW	+	
non-syllabic_devoiced_rounded_near-close_near-back_vowel	non-syllabic devoiced rounded near-close near-back vowel	vowel_syllabicity_non-syllabic vowel_voicing_devoiced vowel_roundedness_rounded vowel_height_near-close vowel_centrality_near-back	vowel	ʊ̥̯	LATIN SMALL LETTER UPSILON / COMBINING RING BELOW / COMBINING INVERTED BREVE BELOW	+	
non-syllabic_devoiced_rounded_close-mid_front_vowel	non-syllabic devoiced rounded close-mid front vowel	vowel_syllabicity_non-syllabic vowel_voicing_devoiced vowel_roundedness_rounded vowel_height_close-mid vowel_centrality_front	vowel	ø̥̯	LATIN SMALL LETTER O WITH STROKE / COMBINING RING BELOW / COMBINING INVERTED BREVE BELOW	+	
non-syllabic_devoiced_rounded_close-mid_central_vowel	non-syllabic devoiced rounded close-mid central vowel	vowel_syllabicity_non-syllabic vowel_voicing_devoiced vowel_roundedness_rounded vowel_height_close-mid vowel_centrality_central	vowel	ɵ̥̯	LATIN SMALL LETTER BARRED O / COMBINING RING BELOW / COMBINING INVERTED BREVE BELOW	+	
non-syllabic_devoiced_rounded_close-mid_back_vowel	non-syllabic devoiced rounded close-mid back vowel	vowel_syllabicity_non-syllabic vowel_voicing_devoiced vowel_roundedness_rounded vowel_height_close-mid vowel_centrality_back	vowel	o̥̯	LATIN SMALL LETTER O / COMBINING RING BELOW / COMBINING INVERTED BREVE BELOW	+	
non-syllabic_devoiced_rounded_close_front_vowel	non-syllabic devoiced rounded close front vowel	vowel_syllabicity_non-syllabic vowel_voicing_devoiced vowel_roundedness_rounded vowel_height_close vowel_centrality_front	vowel	y̥̯	LATIN SMALL LETTER Y / COMBINING RING BELOW / COMBINING INVERTED BREVE BELOW	+	
non-syllabic_devoiced_rounded_close_central_vowel	non-syllabic devoiced rounded close central vowel	vowel_syllabicity_non-syllabic vowel_voicing_devoiced vowel_roundedness_rounded vowel_height_close vowel_centrality_central	vowel	ʉ̥̯	LATIN SMALL LETTER U BAR / COMBINING RING BELOW / COMBINING INVERTED BREVE BELOW	+	
non-syllabic_devoiced_rounded_close_back_vowel	non-syllabic devoiced rounded close back vowel	vowel_syllabicity_non-syllabic vowel_voicing_devoiced vowel_roundedness_rounded vowel_height_close vowel_centrality_back	vowel	u̥̯	LATIN SMALL LETTER U / COMBINING RING BELOW / COMBINING INVERTED BREVE BELOW	+	
nasalized_voiceless_palatal_click_consonant	nasalized voiceless palatal click consonant	consonant_nasalization_nasalized consonant_phonation_voiceless consonant_place_palatal consonant_manner_click	consonant	ǂ̃	LATIN LETTER ALVEOLAR CLICK / COMBINING TILDE	+	
nasalized_voiceless_labial_click_consonant	nasalized voiceless labial click consonant	consonant_nasalization_nasalized consonant_phonation_voiceless consonant_place_labial consonant_manner_click	consonant	ʘ̃	LATIN LETTER BILABIAL CLICK / COMBINING TILDE	+	
nasalized_voiceless_glottal_stop_consonant	nasalized voiceless glottal stop consonant	consonant_nasalization_nasalized consonant_phonation_voiceless consonant_place_glottal consonant_manner_stop	consonant	ʔ̃	LATIN LETTER GLOTTAL STOP / COMBINING TILDE	+	
nasalized_voiceless_glottal_fricative_consonant	nasalized voiceless glottal fricative consonant	consonant_nasalization_nasalized consonant_phonation_voiceless consonant_place_glottal consonant_manner_fricative	consonant	h̃	LATIN SMALL LETTER H / COMBINING TILDE		Check with source.
nasalized_voiceless_dental_click_consonant	nasalized voiceless dental click consonant	consonant_nasalization_nasalized consonant_phonation_voiceless consonant_place_dental consonant_manner_click	consonant	ǀ̃	LATIN LETTER DENTAL CLICK / COMBINING TILDE	+	
nasalized_voiceless_bilabial_fricative_consonant	nasalized voiceless bilabial fricative consonant	consonant_nasalization_nasalized consonant_phonation_voiceless consonant_place_bilabial consonant_manner_fricative	consonant	ɸ̃	LATIN SMALL LETTER PHI / COMBINING TILDE	+	
nasalized_voiceless_alveolar_lateral_click_consonant	nasalized voiceless alveolar lateral click consonant	consonant_nasalization_nasalized consonant_phonation_voiceless consonant_place_alveolar consonant_airstream_lateral consonant_manner_click	consonant	ǁ̃	LATIN LETTER LATERAL CLICK / COMBINING TILDE	+	
nasalized_voiceless_alveolar_click_consonant	nasalized voiceless alveolar click consonant	consonant_nasalization_nasalized consonant_phonation_voiceless consonant_place_alveolar consonant_manner_click	consonant	ǃ̃	LATIN LETTER RETROFLEX CLICK / COMBINING TILDE	+	
nasalized_voiced_velar-and-bilabial_stop_consonant	nasalized voiced velar-and-bilabial stop consonant	consonant_nasalization_nasalized consonant_phonation_voiced consonant_place_velar-and-bilabial consonant_manner_stop	consonant	gb̃	LATIN SMALL LETTER G / LATIN SMALL LETTER B / COMBINING TILDE	+	
nasalized_voiced_velar_stop_consonant	nasalized voiced velar stop consonant	consonant_nasalization_nasalized consonant_phonation_voiced consonant_place_velar consonant_manner_stop	consonant	g̃	LATIN SMALL LETTER G / COMBINING TILDE	+	
nasalized_voiced_velar_lateral_approximant_consonant	nasalized voiced velar lateral approximant consonant	consonant_nasalization_nasalized consonant_phonation_voiced consonant_place_velar consonant_airstream_lateral consonant_manner_approximant	consonant	ʟ̃	LATIN LETTER SMALL CAPITAL L / COMBINING TILDE	+	
nasalized_voiced_velar_implosive_consonant	nasalized voiced velar implosive consonant	consonant_nasalization_nasalized consonant_phonation_voiced consonant_place_velar consonant_manner_implosive	consonant	ɠ̃	LATIN SMALL LETTER G WITH HOOK / COMBINING TILDE	+	
nasalized_voiced_velar_fricative_consonant	nasalized voiced velar fricative consonant	consonant_nasalization_nasalized consonant_phonation_voiced consonant_place_velar consonant_manner_fricative	consonant	ɣ̃	LATIN SMALL LETTER GAMMA / COMBINING TILDE	+	
nasalized_voiced_velar_approximant_consonant	nasalized voiced velar approximant consonant	consonant_nasalization_nasalized consonant_phonation_voiced consonant_place_velar consonant_manner_approximant	consonant	ɰ̃	LATIN SMALL LETTER TURNED M WITH LONG LEG / COMBINING TILDE	+	
nasalized_voiced_velar_affricate_consonant	nasalized voiced velar affricate consonant	consonant_nasalization_nasalized consonant_phonation_voiced consonant_place_velar consonant_manner_affricate	consonant	gɣ̃	LATIN SMALL LETTER G / LATIN SMALL LETTER GAMMA / COMBINING TILDE	+	
nasalized_voiced_uvular_trill_consonant	nasalized voiced uvular trill consonant	consonant_nasalization_nasalized consonant_phonation_voiced consonant_place_uvular consonant_manner_trill	consonant	ʀ̃	LATIN LETTER SMALL CAPITAL R / COMBINING TILDE	+	
nasalized_voiced_uvular_stop_consonant	nasalized voiced uvular stop consonant	consonant_nasalization_nasalized consonant_phonation_voiced consonant_place_uvular consonant_manner_stop	consonant	ɢ̃	LATIN LETTER SMALL CAPITAL G / COMBINING TILDE	+	
nasalized_voiced_uvular_implosive_consonant	nasalized voiced uvular implosive consonant	consonant_nasalization_nasalized consonant_phonation_voiced consonant_place_uvular consonant_manner_implosive	consonant	ʛ̃	LATIN LETTER SMALL CAPITAL G WITH HOOK / COMBINING TILDE	+	
nasalized_voiced_uvular_fricative_consonant	nasalized voiced uvular fricative consonant	consonant_nasalization_nasalized consonant_phonation_voiced consonant_place_uvular consonant_manner_fricative	consonant	ʁ̃	LATIN LETTER SMALL CAPITAL INVERTED R / COMBINING TILDE	+	
nasalized_voiced_uvular_affricate_consonant	nasalized voiced uvular affricate consonant	consonant_nasalization_nasalized consonant_phonation_voiced consonant_place_uvular consonant_manner_affricate	consonant	ɢʁ̃	LATIN LETTER SMALL CAPITAL G / LATIN LETTER SMALL CAPITAL INVERTED R / COMBINING TILDE	+	
nasalized_voiced_retroflex_tap_consonant	nasalized voiced retroflex tap consonant	consonant_nasalization_nasalized consonant_phonation_voiced consonant_place_retroflex consonant_manner_tap	consonant	ɽ̃	LATIN SMALL LETTER R WITH TAIL / COMBINING TILDE	+	
nasalized_voiced_retroflex_stop_consonant	nasalized voiced retroflex stop consonant	consonant_nasalization_nasalized consonant_phonation_voiced consonant_place_retroflex consonant_manner_stop	consonant	ɖ̃	LATIN SMALL LETTER D WITH TAIL / COMBINING TILDE	+	
nasalized_voiced_retroflex_sibilant_fricative_consonant	nasalized voiced retroflex sibilant fricative consonant	consonant_nasalization_nasalized consonant_phonation_voiced consonant_place_retroflex consonant_airstream_sibilant consonant_manner_fricative	consonant	ʐ̃	LATIN SMALL LETTER Z WITH RETROFLEX HOOK / COMBINING TILDE	+	
nasalized_voiced_retroflex_sibilant_affricate_consonant	nasalized voiced retroflex sibilant affricate consonant	consonant_nasalization_nasalized consonant_phonation_voiced consonant_place_retroflex consonant_airstream_sibilant consonant_manner_affricate	consonant	ɖʐ̃	LATIN SMALL LETTER D WITH TAIL / LATIN SMALL LETTER Z WITH RETROFLEX HOOK / COMBINING TILDE	+	
nasalized_voiced_retroflex_lateral_approximant_consonant	nasalized voiced retroflex lateral approximant consonant	consonant_nasalization_nasalized consonant_phonation_voiced consonant_place_retroflex consonant_airstream_lateral consonant_manner_approximant	consonant	ɭ̃	LATIN SMALL LETTER L WITH RETROFLEX HOOK / COMBINING TILDE	+	
nasalized_voiced_retroflex_approximant_consonant	nasalized voiced retroflex approximant consonant	consonant_nasalization_nasalized consonant_phonation_voiced consonant_place_retroflex consonant_manner_approximant	consonant	ɻ̃	LATIN SMALL LETTER TURNED R WITH HOOK / COMBINING TILDE	+	
nasalized_voiced_post-alveolar_sibilant_fricative_consonant	nasalized voiced post-alveolar sibilant fricative consonant	consonant_nasalization_nasalized consonant_phonation_voiced consonant_place_post-alveolar consonant_airstream_sibilant consonant_manner_fricative	consonant	ʒ̃	LATIN SMALL LETTER EZH / COMBINING TILDE	+	
nasalized_voiced_post-alveolar_sibilant_affricate_consonant	nasalized voiced post-alveolar sibilant affricate consonant	consonant_nasalization_nasalized consonant_phonation_voiced consonant_place_post-alveolar consonant_airstream_sibilant consonant_manner_affricate	consonant	dʒ̃	LATIN SMALL LETTER D / LATIN SMALL LETTER EZH / COMBINING TILDE	+	
nasalized_voiced_pharyngeal_fricative_consonant	nasalized voiced pharyngeal fricative consonant	consonant_nasalization_nasalized consonant_phonation_voiced consonant_place_pharyngeal consonant_manner_fricative	consonant	ʕ̃	LATIN LETTER PHARYNGEAL VOICED FRICATIVE / COMBINING TILDE	+	
nasalized_voiced_palatal_stop_consonant	nasalized voiced palatal stop consonant	consonant_nasalization_nasalized consonant_phonation_voiced consonant_place_palatal consonant_manner_stop	consonant	ɟ̃	LATIN SMALL LETTER DOTLESS J WITH STROKE / COMBINING TILDE	+	
nasalized_voiced_palatal_lateral_approximant_consonant	nasalized voiced palatal lateral approximant consonant	consonant_nasalization_nasalized consonant_phonation_voiced consonant_place_palatal consonant_airstream_lateral consonant_manner_approximant	consonant	ʎ̃	LATIN SMALL LETTER TURNED Y / COMBINING TILDE	+	
nasalized_voiced_palatal_implosive_consonant	nasalized voiced palatal implosive consonant	consonant_nasalization_nasalized consonant_phonation_voiced consonant_place_palatal consonant_manner_implosive	consonant	ʄ̃	LATIN SMALL LETTER DOTLESS J WITH STROKE AND HOOK / COMBINING TILDE	+	
nasalized_voiced_palatal_fricative_consonant	nasalized voiced palatal fricative consonant	consonant_nasalization_nasalized consonant_phonation_voiced consonant_place_palatal consonant_manner_fricative	consonant	ʝ̃	LATIN SMALL LETTER J WITH CROSSED-TAIL / COMBINING TILDE	+	
nasalized_voiced_palatal_click_consonant	nasalized voiced palatal click consonant	consonant_nasalization_nasalized consonant_phonation_voiced consonant_place_palatal consonant_manner_click	consonant	gǂ̃	LATIN SMALL LETTER G / LATIN LETTER ALVEOLAR CLICK / COMBINING TILDE	+	
nasalized_voiced_palatal_approximant_consonant	nasalized voiced palatal approximant consonant	consonant_nasalization_nasalized consonant_phonation_voiced consonant_place_palatal consonant_manner_approximant	consonant	j̃	LATIN SMALL LETTER J / COMBINING TILDE		
nasalized_voiced_palatal_affricate_consonant	nasalized voiced palatal affricate consonant	consonant_nasalization_nasalized consonant_phonation_voiced consonant_place_palatal consonant_manner_affricate	consonant	ɟʝ̃	LATIN SMALL LETTER DOTLESS J WITH STROKE / LATIN SMALL LETTER J WITH CROSSED-TAIL / COMBINING TILDE	+	
